	filename	is_atleast_one_mobile_tower_detected	precision (greater than threshold)	recall	result_scores_class_1	result_tp_fp_labels_class_1
0	/media/ssd1/cell_data/v5/2904	1	1.0	1.0	0.94026118516922 - 1.714908103167545e-05 - 1.0586824828351382e-05 - 9.698389476398006e-06 - 2.1736620965384645e-06 - 5.770785378444998e-07 - 5.430180181065225e-07 - 4.3823729356518015e-07 - 4.1866211830665634e-08 - 3.147498617295241e-08 - 2.4261613162934736e-08 - 1.0239805531275792e-10	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
1	/media/ssd1/cell_data/v5/3675	1		1.0	0.105266273021698 - 0.037782955914735794 - 0.01427328959107399 - 8.717318996787071e-05 - 2.3345077352132648e-05 - 1.9478069589240476e-05 - 1.672472535574343e-05 - 1.0060308341053315e-05 - 3.7992560919519747e-06 - 2.466960268066032e-06 - 1.2461205187719315e-06 - 1.0555676226431387e-06 - 4.7026088623169926e-07 - 1.0760564883582902e-08	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
2	/media/ssd1/cell_data/v5/2050	1	1.0	1.0	0.8074246048927307 - 9.99016992864199e-06 - 6.694172043353319e-06 - 1.1976968607996241e-06 - 1.367067596902416e-07 - 6.922598316805306e-08 - 4.864241631707955e-08 - 4.115130636250797e-08 - 3.733336839673029e-08 - 3.4749309207882106e-08 - 2.7271822133911883e-08 - 2.3420938077833853e-08 - 2.2141238176232036e-08 - 2.1675043981872477e-08 - 1.6304204208950068e-08 - 1.1118288512079744e-08 - 7.603926377441894e-09 - 3.6855496432508517e-09	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
3	/media/ssd1/cell_data/v5/135	0		0.0	2.4498345737811178e-05 - 1.0741518053691834e-05 - 7.3398373388045e-06 - 2.656782044141437e-06 - 1.4830197869741824e-06 - 9.13372389277356e-07 - 4.991613877791679e-07 - 1.3707752088976122e-07 - 7.040752336706646e-08 - 5.505404132577496e-08 - 2.3523730519059427e-08 - 2.1819849038706707e-08 - 1.9394024164398616e-08 - 1.7623298376179264e-08 - 1.7481118774753668e-08 - 1.0809976913606079e-08 - 8.537526241525484e-09 - 8.358322922674688e-09 - 8.325244493789796e-09 - 7.617441788454471e-09 - 6.507271166356077e-09	0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
4	/media/ssd1/cell_data/v5/1553	1	1.0	1.0	1.0 - 9.149336619884707e-06 - 1.3672843124368228e-06 - 8.205325343624281e-07 - 8.748314428430604e-08 - 6.345013758846108e-08 - 4.666684461085424e-08 - 4.5882565302690637e-08 - 1.7940749330591643e-08 - 1.3797298414885972e-08 - 1.1218000750545798e-08 - 1.083867395834659e-08 - 8.777560012163121e-09 - 5.946391823385966e-09 - 4.167553857570283e-09 - 3.830333827892218e-09 - 3.753076072143813e-09 - 3.432388817614651e-09 - 1.333466448372178e-09 - 1.2212723055071706e-09 - 7.626319575848584e-10 - 4.1799544381326825e-10 - 3.2802893734640293e-10 - 3.2790381521152767e-10 - 2.6721569401644274e-10	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
5	/media/ssd1/cell_data/v5/398	1	1.0	1.0	1.0 - 0.9999709129333496 - 0.02382722869515419 - 1.2791292647307273e-05 - 6.002722443554376e-07 - 3.9658405626141757e-07 - 2.693945475584769e-07 - 2.2159368029406323e-07 - 1.3325039560641017e-07 - 9.899760300413618e-08 - 4.924406127315706e-08 - 4.6334690750882146e-08 - 1.6267582836348993e-08 - 7.718954364577257e-10 - 9.271684114908751e-11	1.0 - 1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
6	/media/ssd1/cell_data/v5/137	1		1.0	0.005008392501622438 - 2.899780884035863e-05 - 7.67027449910529e-06 - 5.67440429222188e-06 - 4.927906047669239e-06 - 2.6630705178831704e-06 - 9.400814064974838e-07 - 6.13599581811286e-07 - 3.0266545536505873e-07 - 2.168700063975848e-07 - 1.7631528237416205e-07 - 1.7584056877240073e-07 - 1.1314725867350717e-07 - 9.766357322860131e-08 - 5.1649674759346453e-08	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
7	/media/ssd1/cell_data/v5/3222	1	1.0	1.0	0.9999996423721313 - 0.9999988079071045 - 0.9999985694885254 - 4.6840403228998184e-05 - 2.9612054277095012e-05 - 4.344217359175673e-06 - 4.290217020752607e-06 - 1.6668758462401456e-06 - 9.274691592509043e-07 - 6.748230418907042e-08 - 3.553071437067956e-08 - 2.104262186719552e-08 - 1.2474945521034897e-09	1.0 - 1.0 - 1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
8	/media/ssd1/cell_data/v5/2663	1	1.0	1.0	1.0 - 0.9999996423721313 - 0.9999990463256836 - 1.510621041234117e-05 - 8.672139415466518e-07 - 4.957163355356897e-07 - 2.944106540780922e-07 - 8.238495041723581e-08 - 3.4211094401825903e-08 - 2.314176406059687e-08 - 1.826632178847376e-08 - 1.730357723772613e-08 - 1.1730404203547096e-08 - 6.094295734726529e-09 - 3.6100826772411665e-09 - 1.6203812736037548e-09 - 9.178013904431737e-10 - 4.387143703876717e-10	1.0 - 1.0 - 1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
9	/media/ssd1/cell_data/v5/1606	1		1.0	0.017777299508452415 - 5.179416257306002e-05 - 2.2668635210720822e-05 - 7.287826065294212e-06 - 6.850971658423077e-06 - 6.635139015997993e-06 - 4.752626409754157e-06 - 3.7197758047113894e-06 - 1.2691572237599757e-06 - 2.5687674565233465e-07 - 2.3042230168357491e-07 - 1.0048408327634206e-08 - 7.671768997852269e-09 - 3.778603208104414e-09 - 1.885851474980882e-09 - 1.3730608872108974e-09 - 6.947141750757169e-10 - 6.817126307900878e-10	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
10	/media/ssd1/cell_data/v5/611	1	1.0	1.0	1.0 - 1.0 - 0.9999876022338867 - 0.1024971529841423 - 1.9094943127129227e-05 - 2.053257958323229e-06 - 9.39004451083747e-07 - 7.410831130982842e-07 - 1.0618948209639711e-07 - 5.481577147747885e-08 - 1.936969029614488e-09 - 4.4969694743164645e-13	1.0 - 1.0 - 1.0 - 1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
11	/media/ssd1/cell_data/v5/413	1	1.0	1.0	0.9999985694885254 - 6.474752353824442e-06 - 5.162267825653544e-06 - 5.550710397983494e-07 - 2.612481182495685e-07 - 1.8442699456500122e-07 - 8.122859895820511e-08 - 6.290378706808042e-08 - 4.224192196033982e-08 - 3.4777624335902146e-08 - 3.101208179145942e-08 - 2.6992063695274737e-08 - 1.843091368414207e-08 - 1.4412882443082253e-08 - 6.797070462027932e-09 - 5.511600065233324e-09	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
12	/media/ssd1/cell_data/v5/2959	1	1.0	1.0	0.9999887943267822 - 1.7147427570307627e-05 - 1.2146531844337005e-05 - 1.1551827810762916e-05 - 9.93235607893439e-06 - 9.796571248443797e-06 - 5.1997194532305e-06 - 3.7045354019937804e-06 - 1.3493739459136123e-07 - 2.3580016161872663e-08 - 1.4977453943743058e-08 - 8.264554374193267e-09 - 4.9908588373170915e-09 - 2.405012411443863e-09 - 1.9499020176283466e-09 - 1.6581495065892682e-09 - 8.150104480186826e-10 - 7.140064095523257e-10 - 7.12972125782585e-10 - 1.8666228285280084e-10 - 1.7993231904434026e-10	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
13	/media/ssd1/cell_data/v5/3260	1	0.6666666666666666	1.0	0.9999992847442627 - 0.9999992847442627 - 0.9989506006240845 - 0.4988592267036438 - 0.00046622325317002833 - 7.769575313432142e-05 - 2.512655009923037e-05 - 3.348647169332253e-06 - 2.535624616939458e-07 - 5.883274667439764e-08 - 3.197515852093602e-08 - 2.0638179165644033e-08	1.0 - 1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
14	/media/ssd1/cell_data/v5/1593	1	1.0	1.0	0.7886101007461548 - 2.4745097562117735e-06 - 2.8086645897928975e-07 - 1.8633811293966573e-07 - 1.1799118482258564e-07 - 8.94699851983205e-08 - 7.676427316027912e-08 - 7.213165531538834e-08 - 6.039022082404699e-08 - 3.527876302200639e-08 - 3.437632045688588e-08 - 2.570173052163227e-08 - 2.35123813752125e-08 - 2.2161730228731358e-08 - 2.164707346707928e-08 - 1.4662376202068117e-08 - 1.4389837765804714e-08 - 1.1280395284529732e-08 - 6.437375077439356e-09	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
15	/media/ssd1/cell_data/v5/2606	1	1.0	1.0	0.9999961853027344 - 1.698229789326433e-05 - 9.148176104645245e-06 - 3.889214895025361e-06 - 5.579614139605837e-07 - 3.112301669716544e-07 - 1.612453104371525e-07 - 7.80776048259213e-08 - 2.270797416770165e-08 - 5.361277644055917e-09 - 5.30123234199209e-09 - 4.395521280287085e-09 - 2.651120656338435e-09 - 1.220019640868486e-09 - 1.1181851000685583e-09 - 9.170350034892749e-10 - 3.477049204114735e-10 - 1.8076097563213267e-10 - 2.9340949808664973e-11 - 1.0261404573275179e-11	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
16	/media/ssd1/cell_data/v5/685	1	1.0	1.0	1.0 - 0.0001952004386112094 - 9.72670313785784e-05 - 2.7560859962250106e-05 - 3.426952616791823e-06 - 4.816345722247206e-08 - 3.246884361374214e-08 - 2.0232784336826626e-08 - 6.735549451519773e-09 - 6.6578778046277876e-09 - 6.161971377594e-09 - 5.949976955577085e-09 - 4.807990894306613e-09 - 2.728944847874004e-09 - 2.4358788319744917e-09 - 2.4187396530095384e-09 - 1.7890132708586748e-09 - 1.0624449098273203e-09 - 9.133342970812919e-10 - 4.569588318847906e-10	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
17	/media/ssd1/cell_data/v5/2427	1	1.0	1.0	0.9997047781944275 - 7.045708571240539e-06 - 1.1933540235986584e-06 - 8.293738460452005e-07 - 8.323517874941899e-08 - 5.301195216134147e-08 - 4.861310642922945e-08 - 2.793634479303364e-08 - 2.1557374552116926e-08 - 1.9880353363532777e-08 - 1.7178811262397176e-08 - 6.1987259769580305e-09 - 4.830372990483056e-09 - 2.22446794317932e-09 - 1.7029647692012873e-09 - 1.5783290230331204e-09 - 1.1468678229320517e-09 - 6.904210536617938e-10 - 6.213081160666434e-10 - 5.818099335641591e-10	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
18	/media/ssd1/cell_data/v5/2531	1	1.0	1.0	0.9999998807907104 - 0.00045512168435379863 - 5.60337575734593e-05 - 1.2201971003378276e-05 - 1.5904000747468672e-06 - 8.627545184936025e-07 - 4.994642210931488e-08 - 1.7196251533846407e-08 - 1.619955547482732e-08 - 1.2539409510736732e-08 - 1.0001409478377354e-08 - 7.924482403609545e-09 - 3.8759426779222395e-09 - 3.2935758564889284e-09 - 2.990050873563632e-09 - 2.4477737614603257e-09 - 2.1099439972971368e-09 - 1.7587059586432474e-09 - 1.1350727024961316e-09	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
19	/media/ssd1/cell_data/v5/2814	1	1.0	1.0	0.9999886751174927 - 0.9996870756149292 - 2.7354755729902536e-05 - 9.273036084778141e-06 - 9.03384898265358e-06 - 2.232340193586424e-06 - 1.4479805940936785e-06 - 4.261332264832163e-07 - 2.6385765750092105e-07 - 1.5165055344823486e-07 - 1.407172476319829e-07 - 9.955221713653373e-08 - 5.440672978807015e-08 - 1.2550201766714508e-08 - 2.4429765502209655e-11	1.0 - 1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
20	/media/ssd1/cell_data/v5/3322	1	1.0	1.0	0.9999990463256836 - 0.0006045007612556219 - 0.0002319100749446079 - 1.0960668078041635e-05 - 7.975492735567968e-06 - 1.3634522701977403e-06 - 8.538098086319224e-07 - 2.6799901320373465e-07 - 1.6565704186177754e-07 - 1.527327242456522e-07 - 1.1395488996868153e-07 - 1.0096210445453835e-07 - 9.940346501480235e-08 - 5.678008463405604e-08 - 2.4907361506620873e-08 - 2.4077307259062763e-08 - 2.013592315108781e-08 - 1.8529430434455207e-08 - 1.7972292098988873e-08	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
21	/media/ssd1/cell_data/v5/3539	1		1.0	0.19027024507522583 - 4.345263369032182e-05 - 3.501159881125204e-05 - 2.1714953618356958e-05 - 1.0553810170677025e-05 - 3.057976755371783e-06 - 1.1669669675029581e-06 - 8.602224284004478e-07 - 6.202371309882437e-07 - 6.169371431496984e-07 - 5.578209538725787e-07 - 3.251899158840388e-07 - 1.2833547202717455e-07 - 1.155046192025111e-07 - 5.122730684092858e-08	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
22	/media/ssd1/cell_data/v5/2247	0		0.0	0.0001612744526937604 - 1.526245614513755e-05 - 2.168039372918429e-06 - 4.858538886765018e-07 - 3.216607638023561e-07 - 1.5492116745008389e-07 - 1.5486857307678292e-07 - 1.122980179957267e-07 - 1.0945628048375511e-07 - 5.369681943534488e-08 - 5.2974854725107434e-08 - 3.505125434344336e-08 - 3.389439839907027e-08 - 3.257187231042735e-08 - 1.9715976407042035e-08 - 1.767220858539531e-08 - 1.615290479151099e-08 - 1.3834005052615339e-08 - 1.0934773087001304e-08 - 6.430980636906725e-09	0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
23	/media/ssd1/cell_data/v5/3771	1	1.0	1.0	0.9999904632568359 - 1.0290122190781403e-05 - 1.590137571838568e-06 - 1.1909268096133019e-06 - 6.117042516962101e-07 - 6.04669935455604e-07 - 2.2051683856716409e-07 - 8.074265167579142e-08 - 5.770065314436579e-08 - 5.541793157703978e-08 - 3.746561816342364e-08 - 3.0986420540557447e-08 - 3.054421426895715e-08 - 2.5498605893403692e-08 - 1.0419475060530203e-08 - 4.6539976317205856e-09 - 3.789393243636141e-09 - 1.3662164732863857e-09 - 1.2218640543792958e-09 - 4.241950679606532e-10 - 2.943900678786804e-10 - 2.499375706399576e-10	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
24	/media/ssd1/cell_data/v5/632	1	1.0	1.0	0.9999912977218628 - 1.150988828158006e-05 - 2.1597929844574537e-06 - 1.3551996289606905e-06 - 1.2750751920975745e-06 - 1.1503734640427865e-06 - 3.0023338126738963e-07 - 2.6592508106659807e-07 - 1.7673596630629618e-07 - 1.520862156212388e-07 - 7.986332661857887e-08 - 7.347005492874814e-08 - 2.181693758984693e-08 - 1.4963120520405937e-08 - 1.0867179156548445e-08 - 7.530820411716377e-09 - 3.947876248133753e-09 - 3.4320091213402293e-09	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
25	/media/ssd1/cell_data/v5/2415	1	1.0	1.0	0.9953646659851074 - 0.000649178575258702 - 1.910090031742584e-05 - 9.679882168711629e-06 - 2.8324919298938767e-07 - 1.9813998619611084e-07 - 7.888007047540668e-08 - 7.868202800409563e-08 - 5.12785334194632e-08 - 3.025898109854097e-08 - 2.9606782803170972e-08 - 2.3085245715037672e-08 - 1.8974125381987506e-08 - 8.580477661723762e-09 - 8.319593014505244e-09 - 5.779347223011655e-09 - 5.3443089953475464e-09 - 3.9941761009743004e-09 - 3.8074770003504455e-09	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
26	/media/ssd1/cell_data/v5/361	1	1.0	1.0	0.9999786615371704 - 0.0009953436674550176 - 0.0008876306237652898 - 5.8674799220170826e-05 - 4.268921475159004e-05 - 1.0709839443734381e-05 - 6.752106401108904e-06 - 2.5466854367550695e-06 - 1.2781663372152252e-06 - 1.0862795534194447e-06 - 8.592820108788146e-07 - 3.1137977885009605e-07 - 1.2016802486414235e-07 - 5.671492786518684e-08 - 1.862574094957381e-08 - 2.1575998765399618e-09 - 9.92200210880867e-10 - 9.420643154456343e-10 - 6.714497291504529e-10	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
27	/media/ssd1/cell_data/v5/2078	1	0.5	1.0	0.9978680610656738 - 0.9020972847938538 - 0.045785002410411835 - 6.778201350243762e-05 - 5.767985840066103e-06 - 2.2458989690221642e-07 - 1.9370186521427968e-07 - 3.489849120796862e-08 - 4.081648796727677e-09 - 1.0604542244330162e-10	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
28	/media/ssd1/cell_data/v5/1716	1	1.0	1.0	0.8100389838218689 - 0.004550744779407978 - 1.168838753073942e-05 - 7.89935074863024e-06 - 6.829156973253703e-07 - 5.583702318290307e-07 - 2.594564705304947e-07 - 8.184539268540902e-08 - 4.713784562682122e-08 - 2.3935136539421364e-08 - 8.70129923669083e-09 - 8.213451252458981e-09 - 5.496525012915754e-09 - 5.4246602765317675e-09 - 4.230067407462457e-09 - 4.123354990781536e-09 - 3.5538016973646336e-09 - 3.548335847369799e-09 - 3.47523432253638e-09 - 3.657885105923242e-10	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
29	/media/ssd1/cell_data/v5/1216	1	1.0	1.0	0.999997615814209 - 0.00019083372899331152 - 0.0001703081652522087 - 7.536706107202917e-05 - 6.688731082249433e-05 - 4.716091643786058e-05 - 6.378907528414857e-06 - 3.286504124844214e-06 - 1.2534512450201873e-07 - 1.1463439619774363e-07 - 1.1107758979278515e-07 - 3.3389095932534474e-08 - 9.703835068819444e-09 - 7.2306014509138095e-09 - 3.187205610544197e-09 - 3.0853417598564192e-09 - 2.7263589164050472e-09 - 2.2541735145154007e-09 - 1.7610622959907118e-09 - 4.737240599794745e-10	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
30	/media/ssd1/cell_data/v5/3563	1	1.0	1.0	0.9999998807907104 - 0.0006419438868761063 - 0.0006033446989022195 - 0.00010455623851157725 - 5.865577622898854e-05 - 3.312164335511625e-05 - 1.6323690942954272e-05 - 8.090086339507252e-06 - 5.056432655692333e-06 - 3.99716981291931e-07 - 6.904256366624395e-08 - 5.461956575913973e-08 - 4.412020260247118e-08 - 3.941264736795347e-08 - 3.245497737225378e-08 - 3.0171037224135944e-08 - 3.2981395392539525e-09 - 2.7043065564669178e-09 - 2.515187391693985e-09 - 1.7614183445147091e-09	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
31	/media/ssd1/cell_data/v5/2622	1	1.0	1.0	0.9999971389770508 - 1.424697256879881e-05 - 8.050995461417187e-07 - 5.027790166423074e-07 - 1.3578086566212733e-07 - 1.1991970438884891e-07 - 5.12678752784268e-08 - 4.6246221074852656e-08 - 3.542454507510229e-08 - 3.37984005227554e-08 - 1.7852952893804286e-08 - 1.7282797415418827e-08 - 1.6402394109604757e-08 - 1.5663280450439743e-08 - 1.2597471510389369e-08 - 1.2596268916809095e-08 - 1.2186342601694378e-08 - 1.0394821892134587e-08	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
32	/media/ssd1/cell_data/v5/1881	0		0.0	1.2575258551805746e-05 - 8.76914600667078e-06 - 6.152065907372162e-06 - 2.780215709208278e-06 - 2.0492691419349285e-06 - 1.8702817783378123e-07 - 1.2942815885708114e-07 - 9.826617741737209e-08 - 5.274155867596164e-08 - 2.332086346257256e-08 - 2.1760167001616537e-08 - 2.1534033223247206e-08 - 2.0611546247550905e-08 - 1.7928810436274034e-08 - 1.685702066822614e-08 - 7.653762956749688e-09 - 7.270235524714508e-09 - 6.763781978946781e-09 - 5.13622966380467e-09 - 2.2252275577727687e-09	0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
33	/media/ssd1/cell_data/v5/478	1	1.0	1.0	1.0 - 4.386109139886685e-05 - 1.6798670912976377e-05 - 7.644000106665771e-06 - 3.9364942949760007e-07 - 3.788225058087846e-07 - 2.971782464555872e-07 - 4.8308177014178e-08 - 3.592493058590662e-08 - 3.133272841182588e-08 - 2.1206366440651436e-08 - 1.9970157083548656e-08 - 1.7479850455970336e-08 - 1.4028909589569594e-08 - 8.919596616863146e-09 - 7.226919507274943e-09 - 7.219259856583449e-09 - 6.23924600873238e-09 - 6.179013745111206e-09 - 5.925254509264732e-09 - 4.764346250851759e-09 - 4.236268669188803e-09	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
34	/media/ssd1/cell_data/v5/3965	1	1.0	1.0	0.9995676875114441 - 5.7329281844431534e-05 - 2.5387886125827208e-05 - 1.9066346794716083e-06 - 9.757790166986524e-07 - 9.154408076028631e-07 - 8.156874855558272e-07 - 4.3139286276527855e-07 - 4.0352529140363913e-07 - 2.379326673462856e-07 - 2.3053944175899233e-07 - 1.0876140521531852e-07 - 1.0140481521148104e-07 - 1.2588319719952779e-08 - 1.0912021508602265e-08 - 9.617289187247025e-09 - 3.20120596697393e-09 - 1.392073678552208e-09 - 1.365250135165752e-09 - 5.223473320548067e-10 - 5.187907881065712e-10	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
35	/media/ssd1/cell_data/v5/2245	1		1.0	0.33873501420021057 - 0.00011894552153535187 - 9.107234654948115e-05 - 1.73370663105743e-05 - 1.6798398064565845e-05 - 8.186385457520373e-06 - 6.348951046675211e-06 - 1.1091241276517394e-06 - 9.022434710459493e-08 - 7.962271553196842e-08 - 1.7410110686455482e-08 - 1.4911806900386182e-08 - 1.3688203459594206e-08 - 8.304563259287079e-09 - 4.859370683618636e-09 - 3.9887555480788706e-09 - 2.816935129601461e-09 - 2.798758336197693e-09 - 2.179525671053284e-09 - 1.9405672624372983e-09 - 1.7967212162517399e-09	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
36	/media/ssd1/cell_data/v5/4020	1	1.0	1.0	0.9999998807907104 - 0.006351951509714127 - 8.740707926335745e-06 - 8.710037036507856e-06 - 1.3124902125127846e-06 - 8.387038405999192e-07 - 5.819613875246432e-07 - 3.65638982202654e-07 - 2.6672515218706394e-07 - 1.4841303652701754e-07 - 1.1854633896746236e-07 - 5.1252818877856043e-08 - 1.6380072409560853e-08 - 1.2550560590796067e-08 - 1.135787996986437e-08 - 3.9889305192275515e-09 - 3.4301244067336256e-09 - 9.817279211787877e-10	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
