	filename	is_atleast_one_mobile_tower_detected	precision (greater than threshold)	recall	result_scores_class_1	result_tp_fp_labels_class_1
84	/media/ssd1/cell_data/v5/2367	1	1.0	1.0	0.9999823570251465 - 4.000642547907773e-06 - 3.658276909845881e-06 - 1.3016468756177346e-06 - 4.100926105365943e-07 - 2.678481969553559e-08 - 1.7203566571311057e-08 - 1.624661827293039e-08 - 1.5452357615686196e-08 - 1.2485902978198737e-08 - 1.1182815562449377e-08 - 6.428491072796305e-09 - 5.576887840419431e-09 - 5.235166078421116e-09 - 2.5058020103330136e-09 - 2.329071380202663e-09 - 3.546980764657093e-10	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
85	/media/ssd1/cell_data/v5/1599	0		1.0	0.03312778100371361 - 0.011058378964662552 - 0.006864053662866354 - 4.602949047693983e-05 - 3.6267923860577866e-05 - 1.0125160770257935e-05 - 7.738796739431564e-06 - 1.64892730936117e-06 - 4.0356840713684505e-07 - 1.9895114178325457e-07 - 8.472916590562818e-08 - 8.398277628884898e-08	0.0 - 0.0 - 0.0 - 0.0 - 1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
86	/media/ssd1/cell_data/v5/1581	1	1.0	1.0	0.9999997615814209 - 0.0005631691892631352 - 1.170824543805793e-05 - 6.0446682255133055e-06 - 3.295785063528456e-06 - 8.314748924931337e-07 - 3.7951025433358154e-07 - 1.267145322003671e-08 - 5.638710831590288e-09 - 4.715004831012948e-09 - 2.580575531041518e-09 - 2.1974453368045488e-09 - 1.5306853562435663e-09 - 1.3028524925573493e-09 - 8.757622405042298e-10 - 6.857632794954327e-10 - 6.378984562793732e-10 - 6.22471740818753e-10 - 5.808851177846464e-10 - 5.049378692945083e-10	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
87	/media/ssd1/cell_data/v5/2931	1	1.0	1.0	1.0 - 0.9999998807907104 - 9.6187497547362e-05 - 2.3023409084999003e-05 - 2.28556600632146e-05 - 4.098447163869423e-07 - 2.5655796775936324e-07 - 1.0221008750477267e-07 - 6.192772872282148e-08 - 4.365404038253473e-08 - 3.662510650315198e-08 - 2.8542327612512963e-08 - 1.3725326653002412e-08 - 9.249932375610115e-09 - 4.8706261246422855e-09 - 1.5242467288345551e-09 - 1.256377557545818e-09	1.0 - 1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
88	/media/ssd1/cell_data/v5/2055	0		1.0	0.0003247651329729706 - 3.948526500607841e-05 - 2.4324215701199137e-05 - 1.2298115507292096e-05 - 5.438791049527936e-06 - 7.328370088544034e-07 - 6.238129799385206e-07 - 3.3562264434294775e-07 - 1.9941691675740003e-07 - 7.213261454808162e-08 - 6.12264514643357e-08 - 5.910932898700594e-08 - 4.038047052290494e-08 - 3.33137784025439e-08 - 2.513255914493584e-08 - 1.48536436483937e-08 - 1.0855411680665839e-08 - 1.0159179275603947e-08	0.0 - 0.0 - 0.0 - 0.0 - 1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
89	/media/ssd1/cell_data/v5/3496	1	1.0	1.0	0.999996542930603 - 2.1436278984765522e-05 - 1.7325656926914235e-06 - 8.121045311781927e-07 - 3.8452321859949734e-07 - 3.786317961385066e-07 - 2.632303619520826e-07 - 2.5744864728949324e-07 - 1.970139749118971e-07 - 1.6052143791966955e-07 - 5.2194355504298073e-08 - 5.086104692964e-08 - 4.6358383798406066e-08 - 3.2743979971883164e-08 - 3.0822903340776975e-08 - 1.9113388205482806e-08 - 1.2875320365424159e-08 - 8.064026779663891e-09	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
90	/media/ssd1/cell_data/v5/209	1	1.0	0.5	0.9999852180480957 - 4.28078456025105e-05 - 3.0500425054924563e-05 - 2.7753765607485548e-05 - 2.797207571347826e-06 - 2.0850748114753515e-06 - 4.588225976931426e-07 - 2.0726827187900199e-07 - 1.4465160802501487e-07 - 1.008346970365892e-07 - 6.072924207956021e-08 - 5.566094429809709e-08 - 1.5626188343276226e-08 - 1.3510113916481714e-08 - 7.662498191507439e-09 - 6.594508938917443e-09	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
91	/media/ssd1/cell_data/v5/3333	1	1.0	1.0	0.9999988079071045 - 0.04478378966450691 - 0.0002448983141221106 - 3.0225177397369407e-05 - 6.3323823269456625e-06 - 3.2937082323769573e-06 - 1.6072606285888469e-06 - 2.643188281581388e-07 - 2.254248272492987e-07 - 1.5416655685385194e-07 - 1.5132130215533834e-07 - 1.1679863121116796e-07 - 7.615148689410489e-08 - 5.6478196341913645e-08 - 1.2296968776581707e-08 - 1.6884814657558422e-09	1.0 - 1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
92	/media/ssd1/cell_data/v5/2972	1	1.0	1.0	0.9999977350234985 - 0.00016299371782224625 - 0.00010071389988297597 - 5.402787428465672e-05 - 1.3444761862047017e-05 - 1.3334577488421928e-05 - 3.437659188421094e-07 - 1.4176453078107443e-07 - 8.551383245958277e-08 - 8.291304709473479e-08 - 5.676968939383187e-08 - 3.87511676080976e-08 - 2.8149171882319024e-08 - 2.3679621818928354e-08 - 1.1775911801237271e-08 - 9.158049429913717e-09 - 7.643201627161034e-09 - 6.26545837434378e-09 - 6.237520722152112e-09 - 4.574159717662951e-09 - 3.3766875962015774e-09	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
93	/media/ssd1/cell_data/v5/1883	0		1.0	0.0019772357773035765 - 8.833029278321192e-05 - 2.5376799385412596e-05 - 1.2649650670937262e-05 - 4.574721970129758e-06 - 3.2658397230989067e-06 - 2.6347197490395047e-06 - 1.930116241055657e-06 - 7.874760967752081e-07 - 7.293779731298855e-07 - 4.395549240143737e-07 - 1.2319863174070633e-07 - 4.674657461123388e-08 - 7.950901270703525e-09 - 1.46304102166539e-09	0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
94	/media/ssd1/cell_data/v5/3592	1	1.0	1.0	0.999995231628418 - 4.365728091215715e-05 - 1.875741691037547e-05 - 8.434712981397752e-06 - 5.338409664545907e-06 - 4.739342330140062e-06 - 4.574516879074508e-06 - 3.4395546322230075e-07 - 3.036090845398576e-07 - 2.5172289497277234e-07 - 9.223156638427099e-08 - 7.96619019638456e-08 - 6.95703974429307e-08 - 6.800691210173682e-08 - 6.016063736069555e-08 - 3.795340930423663e-08 - 3.077896337799757e-08 - 2.3049167907629453e-08 - 1.3291884037869295e-08 - 1.212499523006727e-08 - 8.518804328616625e-09 - 6.702804533631479e-09	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
95	/media/ssd1/cell_data/v5/1384	1	1.0	1.0	0.9999998807907104 - 0.05211658403277397 - 0.00012259634968359023 - 1.1615326002356596e-05 - 2.2547300204678322e-07 - 1.947086616382876e-07 - 1.7819790798512258e-07 - 1.744139410675416e-07 - 1.2382882630390668e-07 - 3.985791607874489e-08 - 3.5834464284789647e-08 - 2.7809710090309636e-08 - 2.5013001447860006e-08 - 1.056482190620045e-08 - 9.121718491655884e-09 - 8.931854367233427e-09 - 5.233628641576615e-09 - 4.6913939399928495e-09	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
96	/media/ssd1/cell_data/v5/3945	1	1.0	1.0	0.999995231628418 - 0.00033393935882486403 - 2.1007404939155094e-05 - 1.672951111686416e-05 - 1.5097324649104849e-05 - 1.4531166925735306e-05 - 9.615124554329668e-07 - 9.604393653717125e-07 - 6.068466404940409e-07 - 3.144049287584494e-07 - 1.518792345223119e-07 - 1.3736044479628617e-07 - 2.6996696433911893e-08 - 1.602827204294499e-08 - 7.103487131843167e-09	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
97	/media/ssd1/cell_data/v5/1907	1	1.0	1.0	0.9999773502349854 - 2.2581034500035457e-05 - 2.1277213818393648e-05 - 7.747258678136859e-06 - 3.83803308068309e-06 - 4.677342246850458e-07 - 2.1287665674663003e-07 - 1.0374424874726174e-07 - 9.137551160165458e-08 - 6.567899646370279e-08 - 4.163099021070593e-08 - 3.660471037392199e-08 - 3.520885272223495e-08 - 2.387431230488346e-08 - 1.998128240643382e-08 - 7.222620279634384e-09 - 7.188550199543897e-09 - 6.500870064485298e-09 - 6.061974033855222e-09 - 5.988996409911351e-09 - 4.537758613309961e-09 - 3.5523244346080673e-09	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
98	/media/ssd1/cell_data/v5/719	1	1.0	1.0	0.9999829530715942 - 0.9999263286590576 - 0.00039540912257507443 - 0.00012357119703665376 - 2.252721787954215e-05 - 5.575631348619936e-06 - 1.8216711339391622e-07 - 1.6110696776650002e-07 - 5.765378929822873e-08 - 1.1771285279849053e-08 - 9.424673486080337e-09 - 3.8665612378530057e-11	1.0 - 1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
99	/media/ssd1/cell_data/v5/202	1	1.0	1.0	0.5758108496665955 - 0.16909557580947876 - 0.0006199089693836868 - 6.903307621541899e-06 - 6.011866275912325e-07 - 2.6220959625788964e-07 - 2.42088304958088e-07 - 1.9349175772731542e-07 - 9.518327459545617e-08 - 4.419019106194355e-08 - 2.7413362246875295e-08 - 8.043167021298814e-09 - 3.1653837329059797e-09 - 3.0397915296020983e-09 - 1.92264337783854e-09 - 1.519237069480539e-09	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
100	/media/ssd1/cell_data/v5/2683	1	1.0	1.0	0.9999997615814209 - 3.7296089431038126e-05 - 1.3530426258512307e-05 - 7.999205990927294e-06 - 2.1987436866766075e-06 - 1.9442883569809055e-07 - 1.8962826686674816e-07 - 9.976871950811983e-08 - 7.785217093214669e-08 - 6.290127174679583e-08 - 6.067332236625589e-08 - 5.3960580004286385e-08 - 5.1205720552616185e-08 - 4.776185846822045e-08 - 2.1064948896309943e-08 - 1.9224609459911335e-08 - 4.153729360467651e-09 - 3.497057310397622e-09	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
101	/media/ssd1/cell_data/v5/2492	1	1.0	1.0	1.0 - 6.653951277257875e-05 - 4.697244094131747e-06 - 7.973629294610873e-07 - 1.388368104926485e-07 - 3.806498227731936e-08 - 1.346386113709741e-08 - 1.206747679560749e-08 - 1.1509310837709563e-08 - 1.035559993312063e-08 - 7.075050767468838e-09 - 5.722462503854331e-09 - 5.015019954868194e-09 - 3.992226105253849e-09 - 3.642952162152824e-09 - 2.8088926740110765e-09 - 1.9709198717521303e-09 - 1.6442793793203236e-09 - 1.5904592087778724e-09 - 1.5680610143675722e-09	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
102	/media/ssd1/cell_data/v5/4128	1	1.0	1.0	1.0 - 0.00016220950055867434 - 2.962117468996439e-05 - 8.460418939648662e-06 - 4.49922117695678e-06 - 3.380196631042054e-06 - 8.964692597146495e-07 - 1.6921150347570801e-07 - 1.2812073180157313e-07 - 3.9952599450998605e-08 - 1.4191488872938862e-08 - 1.1622124596044614e-08 - 9.426076807983463e-09 - 8.592465405854455e-09 - 7.61433316398552e-09 - 7.087679776418554e-09 - 3.503499934609522e-09 - 2.636677987055691e-09 - 2.35401897974441e-09	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
103	/media/ssd1/cell_data/v5/2731	0	0.5	1.0	0.9999918937683105 - 0.9999703168869019 - 6.724867125740275e-05 - 2.1647379981004633e-05 - 5.853115908394102e-06 - 1.587637484590232e-06 - 1.3151328630556236e-06 - 2.1071221567581233e-07 - 3.579020102506547e-08 - 3.065493103804329e-08 - 6.405591168601177e-09 - 6.2011862311806e-09 - 6.11819439555461e-09 - 5.420378812459603e-09 - 2.487103190063067e-09 - 1.5926053809067753e-09 - 1.5802870123593493e-09 - 1.5301599987083137e-09 - 9.766926156729028e-10 - 5.003132352854323e-10 - 3.513046797909425e-10	0.0 - 1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
104	/media/ssd1/cell_data/v5/2947	1		1.0	0.4602150619029999 - 0.00023462074750568718 - 2.907384441641625e-05 - 2.6326390070607886e-05 - 6.069975825084839e-06 - 4.8540555326326285e-06 - 4.2491801650612615e-06 - 6.667588650088874e-07 - 4.54002929473063e-07 - 4.162122877460206e-07 - 1.787592651680825e-07 - 1.619566916133408e-07 - 4.459151625724189e-08 - 4.322922819710584e-08 - 3.2499951174713715e-08	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
105	/media/ssd1/cell_data/v5/657	1	0.5	1.0	0.9999996423721313 - 0.9991908669471741 - 0.0007879692711867392 - 0.00010264949378324673 - 5.8208501286571845e-05 - 4.0616181649966165e-05 - 1.5308054571505636e-05 - 9.879566277959384e-06 - 5.451232937048189e-06 - 2.2257599141539686e-07 - 1.1063293214874648e-07 - 6.365510785144579e-08 - 9.520503496673882e-09 - 9.444715010076266e-10	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
106	/media/ssd1/cell_data/v5/3614	1	1.0	1.0	0.9999613761901855 - 1.261839770450024e-05 - 9.531968885312381e-07 - 3.2209663913818076e-07 - 2.900447668707784e-07 - 9.797572175784808e-08 - 7.795082979100698e-08 - 6.251327278050667e-08 - 5.3695284663035636e-08 - 5.1310721005393134e-08 - 4.27097894828421e-08 - 3.3486742267996306e-08 - 3.071398424481231e-08 - 1.1060102167448349e-08 - 9.446450732752965e-09 - 7.369359789066721e-09	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
107	/media/ssd1/cell_data/v5/376	1	1.0	1.0	1.0 - 7.381068280665204e-05 - 4.328857357904781e-06 - 2.7139972758050135e-07 - 2.6572379852041195e-07 - 1.841473675767702e-07 - 4.5132896531185906e-08 - 4.021621791139296e-08 - 2.8603311719166413e-08 - 2.5203412690188998e-08 - 2.0742005446550138e-08 - 1.4643148027460029e-08 - 4.696157240857701e-09 - 4.695601685256179e-09 - 3.981527108010141e-09 - 3.835195272472447e-09 - 3.7962513133038556e-09 - 3.5527647490596337e-09 - 1.4143786142284398e-09 - 1.2786233183348372e-09	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
108	/media/ssd1/cell_data/v5/3264	1	1.0	1.0	0.9999995231628418 - 0.9999992847442627 - 0.9999971389770508 - 0.000317834026645869 - 2.8666929210885428e-05 - 2.4652650608913973e-05 - 2.0465467969188467e-05 - 3.7531858652073424e-06 - 8.303837262246816e-07 - 6.983695470808016e-07 - 4.271215061635303e-07 - 1.3823631661580293e-07 - 1.0581160125866518e-07 - 3.9178054578314914e-08 - 2.9716710869820417e-08 - 5.278890657933744e-10 - 1.1799641819187912e-10	1.0 - 1.0 - 1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
109	/media/ssd1/cell_data/v5/813	1	1.0	1.0	0.9999977350234985 - 0.0042185415513813496 - 0.002025114605203271 - 0.0012540807947516441 - 3.595145608414896e-05 - 8.519021321262699e-06 - 3.743294655578211e-06 - 3.0009362035343656e-06 - 2.8492886485764757e-06 - 7.392548582174641e-07 - 7.210069838947675e-07 - 6.705434429932211e-07 - 4.783050258083676e-07 - 4.735746017558995e-07 - 1.260502244804229e-07 - 9.73468559095636e-08 - 8.770903292543153e-08 - 8.412546037561697e-08 - 7.71055965742562e-08	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
110	/media/ssd1/cell_data/v5/3859	1	1.0	1.0	0.9999798536300659 - 6.711995956720784e-05 - 6.118008604971692e-05 - 3.0071760193095542e-06 - 7.765357281641627e-07 - 6.814480002503842e-07 - 5.745114322053269e-07 - 5.044931867814739e-07 - 4.7425660909539147e-07 - 3.382330362455832e-07 - 1.5908521788787766e-07 - 1.588768867577528e-07 - 1.0438735387197084e-07 - 2.3567336526753024e-08 - 3.5646297025238027e-09 - 3.4602463117039406e-09	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
111	/media/ssd1/cell_data/v5/4074	1	1.0	1.0	0.9854485392570496 - 0.00019856230937875807 - 1.6921027054195292e-05 - 5.269910161587177e-06 - 2.6760010314319516e-06 - 9.101611908590712e-07 - 4.36329798958468e-07 - 4.1168547681991186e-07 - 1.263911286741859e-07 - 3.1536703914980535e-08 - 3.107419388470589e-08 - 2.9061064665825143e-08 - 2.3184574260426416e-08 - 2.210752114706338e-08 - 2.127122300521478e-08 - 1.9882286039774044e-08 - 1.860880161075329e-08 - 1.0875036871027532e-08 - 9.304307546642576e-09 - 9.247216326002672e-09 - 6.964698151534776e-09	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
112	/media/ssd1/cell_data/v5/1889	1	1.0	1.0	1.0 - 3.516586002660915e-05 - 3.281654790043831e-05 - 3.21205188811291e-05 - 7.926834769023117e-06 - 3.4425186186126666e-06 - 9.451424602957559e-07 - 5.661468094331212e-07 - 3.410210922538681e-07 - 9.607593653981894e-08 - 4.845398038355597e-08 - 4.5441616691732634e-08 - 4.422265220682675e-08 - 3.641515888830327e-08 - 2.728888937042484e-08 - 1.991173625981446e-08 - 8.548688867904275e-09 - 6.501018834370598e-09	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
113	/media/ssd1/cell_data/v5/967	1		1.0	0.02377995103597641 - 0.0027823655400425196 - 0.00010967202251777053 - 2.3286400391953066e-05 - 1.891948159027379e-05 - 1.8417073079035617e-05 - 1.0280901960868505e-06 - 2.3616750866040093e-07 - 6.307402600214118e-08 - 9.891527597005734e-09	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
114	/media/ssd1/cell_data/v5/905	1	1.0	1.0	0.9823644161224365 - 0.0021084395702928305 - 0.00015801528934389353 - 4.141415047342889e-05 - 2.15790332731558e-05 - 3.238997123844456e-06 - 1.5390096450573765e-06 - 9.177704782814544e-07 - 3.480078873963066e-07 - 2.102749903087897e-07 - 1.8536789525569475e-07 - 7.813451929905568e-08 - 7.273886382108685e-08 - 2.7793962686928353e-08 - 2.68517261758916e-08 - 2.649721864145249e-08 - 2.6368050853875502e-08 - 2.1683231210545273e-08 - 2.111329777676474e-08 - 2.0593390104295395e-08 - 1.963794993287138e-08	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
115	/media/ssd1/cell_data/v5/495	1	1.0	1.0	0.9999991655349731 - 1.970159610209521e-05 - 1.7982163626584224e-05 - 7.754530884085398e-07 - 7.341780019487487e-07 - 2.126133011870479e-07 - 5.4085777634327314e-08 - 4.293177724434827e-08 - 2.8336742730061815e-08 - 1.2909796787141659e-08 - 1.2281897276977816e-08 - 1.2204205646071387e-08 - 8.997667499954787e-09 - 2.041193214452619e-09 - 1.8059151951632657e-09	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
116	/media/ssd1/cell_data/v5/790	1	1.0	1.0	1.0 - 8.295612497022375e-05 - 2.1859501430299133e-05 - 1.2301763490540907e-05 - 2.7325822884449735e-06 - 2.2213745864974044e-07 - 2.0734576366976398e-07 - 1.4194310438142566e-07 - 9.550588941920068e-08 - 3.953694971414734e-08 - 3.118831770621e-08 - 2.3348636801756584e-08 - 1.536926319545273e-08 - 1.5209224102363805e-08 - 1.4346263732534226e-08 - 1.375281666327055e-08 - 1.1425039581069996e-08 - 9.751277119107726e-09 - 7.980665017726096e-09 - 6.63432508929418e-09 - 5.160120331026974e-09 - 4.737993108960836e-09 - 3.754787147869365e-09	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
117	/media/ssd1/cell_data/v5/3904	1	1.0	1.0	0.9337716102600098 - 3.075770291616209e-05 - 4.426250143296784e-06 - 3.7404365684778895e-06 - 3.282001728166506e-07 - 2.575017106209998e-07 - 1.216493501488003e-07 - 6.698078891531623e-08 - 5.6248566693284374e-08 - 4.531663222451243e-08 - 3.7355661675064766e-08 - 3.2331715971167796e-08 - 2.4789915897827086e-08 - 2.4045547775131126e-08 - 2.3245501523661005e-08 - 1.9443582743861043e-08 - 1.8172009674799483e-08 - 1.7302090427051553e-08	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
118	/media/ssd1/cell_data/v5/96	1	1.0	1.0	0.9999997615814209 - 1.191341652884148e-05 - 3.013489276781911e-06 - 5.333517947292421e-07 - 1.907642825926814e-07 - 1.2181212127870822e-07 - 1.0167848074615904e-07 - 1.0116565363205154e-07 - 5.239543909851818e-08 - 4.0701916503849134e-08 - 4.065373104822356e-08 - 3.459792807802842e-08 - 3.156016958882901e-08 - 2.821028388666491e-08 - 2.8009814911911235e-08 - 2.42629099034275e-08 - 2.357430517463399e-08 - 2.3417587868834744e-08 - 1.7189497825143008e-08 - 1.4488514388233398e-08	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
119	/media/ssd1/cell_data/v5/2149	1	1.0	1.0	0.9703217148780823 - 0.00028443901101127267 - 9.191628487315029e-05 - 1.2035239706165157e-05 - 4.582721430779202e-06 - 6.078179808355344e-07 - 5.715706947739818e-07 - 5.403482532528869e-07 - 3.583856766908866e-07 - 2.563926386756066e-07 - 2.7860838969218094e-08 - 7.483739850044913e-09 - 4.336315306829874e-09 - 2.8913980099076753e-09	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
120	/media/ssd1/cell_data/v5/3570	1	1.0	1.0	0.999997615814209 - 6.53802344459109e-05 - 2.3678463549003936e-05 - 8.683181476953905e-06 - 1.2001413551843143e-06 - 3.7622379522872507e-07 - 3.1212127282742586e-07 - 1.3858557679213845e-07 - 7.609109076156528e-08 - 2.883144389898007e-08 - 1.541532590465522e-08 - 4.6996335711924075e-09	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
121	/media/ssd1/cell_data/v5/1638	1	1.0	1.0	0.9983620047569275 - 0.00010875298175960779 - 7.285447645699605e-05 - 2.7481019060360268e-05 - 2.5212918899342185e-06 - 2.356973254791228e-06 - 3.230262564102304e-07 - 7.411906466359142e-08 - 2.015283051548522e-08 - 2.3447879193838617e-09 - 8.599380096896425e-10 - 1.7806175978130057e-10 - 1.6404004543613127e-10 - 2.543299598700699e-11 - 1.5493229529178754e-12	1.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0
